Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
176.71,181.27,176.4,177.91,22844006,0,1,176.71,181.27,176.4,177.91,22844006
175.77,177.95,175.11,176.01,20887317,0,1,175.77,177.95,175.11,176.01,20887317
178.99,179.88,176.3,177.36,20475445,0,1,178.99,179.88,176.3,177.36,20475445
180.5,180.5,176.84,179.96,20554092,0,1,180.5,180.5,176.84,179.96,20554092
173.45,179.81,173.2119,179.52,27963758,0,1,173.45,179.81,173.2119,179.52,27963758
175.62,175.97,173.1,173.15,20880702,0,1,175.62,175.97,173.1,173.15,20880702
177.06,177.545,171.84,176.41,31697374,0,1,177.06,177.545,171.84,176.41,31697374
174.76,176.9,167.18,175.98,37214470,0,1,174.76,176.9,167.18,175.98,37214470
181.01,181.84,171.4815,171.5499,35672214,0,1,181.01,181.84,171.4815,171.5499,35672214
184.15,185.0817,179.95,180.18,26891282,0,1,184.15,185.0817,179.95,180.18,26891282
178.57,185.77,177.74,185.31,36829710,0,1,178.57,185.77,177.74,185.31,36829710
186.93,190.61,180.61,182.65,29852293,0,1,186.93,190.61,180.61,182.65,29852293
192.04,194.21,189.98,190.28,25514560,0,1,192.04,194.21,189.98,190.28,25514560
188.22,195.32,187.89,193.09,53608910,0,1,188.22,195.32,187.89,193.09,53608910
188.37,189.83,185.22,186.89,27299152,0,1,188.37,189.83,185.22,186.89,27299152
183.01,188.18,181.84,187.12,20382841,0,1,183.01,188.18,181.84,187.12,20382841
188.75,188.84,185.6301,185.98,20022931,0,1,188.75,188.84,185.6301,185.98,20022931
187.75,190,186.81,190,16652197,0,1,187.75,190,186.81,190,16652197
187.95,188.62,186.6,187.48,16698537,0,1,187.95,188.62,186.6,187.48,16698537
189.89,190.66,186.52,186.55,22992031,0,1,189.89,190.66,186.52,186.55,22992031
186.05,189.55,185.55,189.35,24956444,0,1,186.05,189.55,185.55,189.35,24956444
180.8,185.39,180.41,185.37,20567285,0,1,180.8,185.39,180.41,185.37,20567285
180.85,182.37,180.1702,181.29,26266081,0,1,180.85,182.37,180.1702,181.29,26266081
178.13,180.98,177.08,179.8,22783759,0,1,178.13,180.98,177.08,179.8,22783759
179.26,179.32,175.8,177.6,27356988,0,1,179.26,179.32,175.8,177.6,27356988
181.5,181.75,178.04,178.39,35027166,0,1,181.5,181.75,178.04,178.39,35027166
178.06,181.48,177.4,179.37,76645626,0,1,178.06,181.48,177.4,179.37,76645626
188.4,188.4,187.38,187.77,8855144,0,1,188.4,188.4,187.38,187.77,8855144
186.94,187.89,185.63,187.84,10464528,0,1,186.94,187.89,185.63,187.84,10464528
188.7,188.8,187.1,187.87,12342722,0,1,188.7,188.8,187.1,187.87,12342722
187.2,188.9,186.33,188.28,14719216,0,1,187.2,188.9,186.33,188.28,14719216
185.59,186.9,184.93,186.85,13042388,0,1,185.59,186.9,184.93,186.85,13042388
184.9,186.21,184.0996,184.33,13554357,0,1,184.9,186.21,184.0996,184.33,13554357
181.88,184.78,181.33,184.67,16595495,0,1,181.88,184.78,181.33,184.67,16595495
177.68,181.58,177.55,181.42,17694891,0,1,177.68,181.58,177.55,181.42,17694891
178,178.85,176.46,176.46,10028758,0,1,178,178.85,176.46,176.46,10028758
177.95,178.9367,177.68,177.92,11008996,0,1,177.95,178.9367,177.68,177.92,11008996
176.55,178.44,176.26,177.62,9296258,0,1,176.55,178.44,176.26,177.62,9296258
176.63,177,174.67,175.99,8726829,0,1,176.63,177,174.67,175.99,8726829
177.14,177.53,176.23,177.2,8462491,0,1,177.14,177.53,176.23,177.2,8462491
177.94,178.68,177.05,177.45,11050969,0,1,177.94,178.68,177.05,177.45,11050969
179.81,179.81,177.36,177.89,11754823,0,1,179.81,179.81,177.36,177.89,11754823
179.95,180.08,178.22,179.51,14769239,0,1,179.95,180.08,178.22,179.51,14769239
181.01,181.3,179.75,180.82,17014337,0,1,181.01,181.3,179.75,180.82,17014337
179.02,180.4934,178.36,180.18,26225100,0,1,179.02,180.4934,178.36,180.18,26225100
178.29,180.3601,177.68,178.39,13393757,0,1,178.29,180.3601,177.68,178.39,13393757
177.3,179.16,177.25,178.3,14406776,0,1,177.3,179.16,177.25,178.3,14406776
178.6,179.18,176.6,176.96,16675275,0,1,178.6,179.18,176.6,176.96,16675275
179.3,180.22,178.8,179.04,12630207,0,1,179.3,180.22,178.8,179.04,12630207
181.53,182.28,178.7401,179,19377310,0,1,181.53,182.28,178.7401,179,19377310
175.8,180.39,175.8,180.14,19588217,0,1,175.8,180.39,175.8,180.14,19588217
172.5,176.77,171.9,176.06,20059293,0,1,172.5,176.77,171.9,176.06,20059293
170.45,175.38,169.01,172.83,20028656,0,1,170.45,175.38,169.01,172.83,20028656
176.29,176.57,170.79,171.47,24184006,0,1,176.29,176.57,170.79,171.47,24184006
176.03,177.48,172.34,175.1,19824531,0,1,176.03,177.48,172.34,175.1,19824531
176.85,178.275,175.2,177.18,24613431,0,1,176.85,178.275,175.2,177.18,24613431
181.89,181.97,174,175.13,41651953,0,1,181.89,181.97,174,175.13,41651953
183.51,184.25,182.09,182.42,13761926,0,1,183.51,184.25,182.09,182.42,13761926
182.56,183.73,181.99,183.03,12249740,0,1,182.56,183.73,181.99,183.03,12249740
180.4,183.15,180.29,182.78,9426010,0,1,180.4,183.15,180.29,182.78,9426010
181.3,181.73,180.44,180.87,10238140,0,1,181.3,181.73,180.44,180.87,10238140
179.15,181.89,178.99,181.86,14409305,0,1,179.15,181.89,178.99,181.86,14409305
178.87,179.5,178.1,178.74,9476502,0,1,178.87,179.5,178.1,178.74,9476502
179.3,179.98,178.9,179,12722802,0,1,179.3,179.98,178.9,179,12722802
178.76,179.83,178.5,179.59,14655982,0,1,178.76,179.83,178.5,179.59,14655982
176.66,178.57,176.4,177.95,10131051,0,1,176.66,178.57,176.4,177.95,10131051
178.13,178.97,177.18,178.07,9465112,0,1,178.13,178.97,177.18,178.07,9465112
177.5,179.04,177.3,178.77,9431449,0,1,177.5,179.04,177.3,178.77,9431449
178.35,179.0999,177.96,178.46,10933405,0,1,178.35,179.0999,177.96,178.46,10933405
178.31,179.4,177.09,179.3,12460345,0,1,178.31,179.4,177.09,179.3,12460345
180.5,180.7478,178.96,180.25,12679885,0,1,180.5,180.7478,178.96,180.25,12679885
178.56,180.45,178.31,180.17,13065077,0,1,178.56,180.45,178.31,180.17,13065077
179.29,179.86,176.71,178.92,17572587,0,1,179.29,179.86,176.71,178.92,17572587
180.63,181.94,177.34,178.92,35119841,0,1,180.63,181.94,177.34,178.92,35119841
182.36,182.9,180.57,182.66,28922959,0,1,182.36,182.9,180.57,182.66,28922959
180.57,180.8,178.94,180.06,19766043,0,1,180.57,180.8,178.94,180.06,19766043
179.26,180.69,177.61,179.87,24179258,0,1,179.26,180.69,177.61,179.87,24179258
174.15,178.21,173.9,177.88,29867490,0,1,174.15,178.21,173.9,177.88,29867490
171.38,172.285,170.39,170.63,10932929,0,1,171.38,172.285,170.39,170.63,10932929
171.9,172.25,168.89,170.6,15095603,0,1,171.9,172.25,168.89,170.6,15095603
172.3,173.24,171.5,171.8,11629341,0,1,172.3,173.24,171.5,171.8,11629341
175.2,175.34,171.25,171.27,13622072,0,1,175.2,175.34,171.25,171.27,13622072
175.5,175.88,174.63,174.98,11861307,0,1,175.5,175.88,174.63,174.98,11861307
174.93,176.03,172.63,174.56,13602869,0,1,174.93,176.03,172.63,174.56,13602869
176.65,176.74,175.75,176.03,12655492,0,1,176.65,176.74,175.75,176.03,12655492
174.71,176.13,174.36,176.11,15381990,0,1,174.71,176.13,174.36,176.11,15381990
174.49,175,174.06,174.52,11225293,0,1,174.49,175,174.06,174.52,11225293
173.45,174.65,173.2,173.74,13305724,0,1,173.45,174.65,173.2,173.74,13305724
172.61,173.85,172.29,172.55,10312488,0,1,172.61,173.85,172.29,172.55,10312488
171.95,172.78,171.4,172.74,11023310,0,1,171.95,172.78,171.4,172.74,11023310
173,173.2,170.8,171.59,11231234,0,1,173,173.2,170.8,171.59,11231234
172.7,174.88,172,172.5,14472612,0,1,172.7,174.88,172,172.5,14472612
170.25,172.37,169.75,172.23,12670089,0,1,170.25,172.37,169.75,172.23,12670089
169.18,171.31,168.6,171.24,14013869,0,1,169.18,171.31,168.6,171.24,14013869
169.83,170.67,168.29,168.42,11829323,0,1,169.83,170.67,168.29,168.42,11829323
169.3,170.73,169.2,169.96,8054219,0,1,169.3,170.73,169.2,169.96,8054219
171.39,171.87,168.75,169.47,13104304,0,1,171.39,171.87,168.75,169.47,13104304
168.83,171.66,168.81,170.81,15114619,0,1,168.83,171.66,168.81,170.81,15114619
167.94,169.0696,167.16,168.73,12084865,0,1,167.94,169.0696,167.16,168.73,12084865
165.9,168.34,165.57,167.68,18963276,0,1,165.9,168.34,165.57,167.68,18963276
164.5,165.5,162.78,164.21,22866403,0,1,164.5,165.5,162.78,164.21,22866403
169.24,169.3,161.56,162.87,40538994,0,1,169.24,169.3,161.56,162.87,40538994
170.21,171.73,169.22,170.54,11835708,0,1,170.21,171.73,169.22,170.54,11835708
171.69,172.27,170.01,171.11,11054545,0,1,171.69,172.27,170.01,171.11,11054545
172.5,173.05,170.7,172.17,11899057,0,1,172.5,173.05,170.7,172.17,11899057
170.62,172.56,170.36,172.52,12911661,0,1,170.62,172.56,170.36,172.52,12911661
171.99,172.07,169.34,170.01,12785437,0,1,171.99,172.07,169.34,170.01,12785437
170.88,172.34,170.26,171.58,15468473,0,1,170.88,172.34,170.26,171.58,15468473
172.26,172.28,170.5,170.96,15496424,0,1,172.26,172.28,170.5,170.96,15496424
173.01,173.17,172.06,173.05,8908633,0,1,173.01,173.17,172.06,173.05,8908633
173.76,174,171.75,172.96,11051768,0,1,173.76,174,171.75,172.96,11051768
172.4,173.89,172.2,173.51,12183568,0,1,172.4,173.89,172.2,173.51,12183568
173.09,173.49,170.8,170.95,10936358,0,1,173.09,173.49,170.8,170.95,10936358
171.94,173.3067,170.27,173.21,17922494,0,1,171.94,173.3067,170.27,173.21,17922494
170.91,172.48,169.57,172.09,13659317,0,1,170.91,172.48,169.57,172.09,13659317
171.27,172.3875,169.55,170.72,13175866,0,1,171.27,172.3875,169.55,170.72,13175866
172.4,172.915,171.31,172.02,11614185,0,1,172.4,172.915,171.31,172.02,11614185
170.4,172.145,170.06,172,16873901,0,1,170.4,172.145,170.06,172,16873901
168.17,170.18,167.63,169.92,10850005,0,1,168.17,170.18,167.63,169.92,10850005
165.25,168.425,165,168.05,10992617,0,1,165.25,168.425,165,168.05,10992617
166.91,167.7,166.33,167.24,8360380,0,1,166.91,167.7,166.33,167.24,8360380
167.86,168.38,166.18,166.32,12391910,0,1,167.86,168.38,166.18,166.32,12391910
168.88,169.29,166.41,167.74,13552865,0,1,168.88,169.29,166.41,167.74,13552865
168.84,169.36,168.2,168.71,9756817,0,1,168.84,169.36,168.2,168.71,9756817
168.28,169.87,167.15,169.64,11333260,0,1,168.28,169.87,167.15,169.64,11333260
167.16,168,165.82,167.78,11880823,0,1,167.16,168,165.82,167.78,11880823
166.84,168.67,166.21,167.41,14933261,0,1,166.84,168.67,166.21,167.41,14933261
169.34,169.86,166.85,166.91,16791591,0,1,169.34,169.86,166.85,166.91,16791591
171.25,171.38,169.24,170,15580549,0,1,171.25,171.38,169.24,170,15580549
171.49,171.5,170.01,171,8621787,0,1,171.49,171.5,170.01,171,8621787
170.09,171.08,169.29,170.75,12786286,0,1,170.09,171.08,169.29,170.75,12786286
167.95,168.82,166.85,168.08,13664032,0,1,167.95,168.82,166.85,168.08,13664032
170.06,170.59,166.85,167.4,20353485,0,1,170.06,170.59,166.85,167.4,20353485
169.98,171.45,169.56,171.18,10597084,0,1,169.98,171.45,169.56,171.18,10597084
171.88,173.05,170.62,171.23,13813683,0,1,171.88,173.05,170.62,171.23,13813683
169.95,172.06,169.66,171.98,12504157,0,1,169.95,172.06,169.66,171.98,12504157
168.97,170.06,168.69,169.62,10360774,0,1,168.97,170.06,168.69,169.62,10360774
169.3,169.7,168.25,168.59,10316246,0,1,169.3,169.7,168.25,168.59,10316246
170.3,170.55,166.91,169.25,17061845,0,1,170.3,170.55,166.91,169.25,17061845
169.82,170.47,169.05,169.86,14051379,0,1,169.82,170.47,169.05,169.86,14051379
172,172.72,168.55,169.25,25157896,0,1,172,172.72,168.55,169.25,25157896
169.07,173.43,169.05,172.45,24036502,0,1,169.07,173.43,169.05,172.45,24036502
174.7,175.49,167.5,170.44,68065163,0,1,174.7,175.49,167.5,170.44,68065163
166.01,166.01,164.1,165.61,24081060,0,1,166.01,166.01,164.1,165.61,24081060
165.01,165.54,163.8619,165.28,15164613,0,1,165.01,165.54,163.8619,165.28,15164613
164.64,166.17,164.31,166,16595460,0,1,164.64,166.17,164.31,166,16595460
164.16,165.05,163.75,164.43,14494667,0,1,164.16,165.05,163.75,164.43,14494667
164.8,165,162.81,164.53,18293111,0,1,164.8,165,162.81,164.53,18293111
163.59,165.7,163.17,164.14,25915988,0,1,163.59,165.7,163.17,164.14,25915988
159.66,163.73,159.42,162.86,23621711,0,1,159.66,163.73,159.42,162.86,23621711
160.25,160.78,158.81,159.73,12567935,0,1,160.25,160.78,158.81,159.73,12567935
160.13,160.32,159.3254,159.97,16172560,0,1,160.13,160.32,159.3254,159.97,16172560
158.74,159.78,158.4227,159.26,13839891,0,1,158.74,159.78,158.4227,159.26,13839891
156.49,159.16,156.2,158.9,22483868,0,1,156.49,159.16,156.2,158.9,22483868
153.37,155.4225,152.91,155.27,13208251,0,1,153.37,155.4225,152.91,155.27,13208251
151.69,153.98,151.51,153.5,13296447,0,1,151.69,153.98,151.51,153.5,13296447
149.25,151.99,149.19,151.44,13229352,0,1,149.25,151.99,149.19,151.44,13229352
149.03,150.04,148,148.82,14788811,0,1,149.03,150.04,148,148.82,14788811
149,150.85,148.13,150.34,14037692,0,1,149,150.85,148.13,150.34,14037692
151.72,152.15,147.8,148.43,13860113,0,1,151.72,152.15,147.8,148.43,13860113
151.9,151.92,150.06,150.98,14540013,0,1,151.9,151.92,150.06,150.98,14540013
152.28,152.5,148.9175,151.04,23771610,0,1,152.28,152.5,148.9175,151.04,23771610
150.92,153.47,149.86,153.24,16621566,0,1,150.92,153.47,149.86,153.24,16621566
152.84,153.31,150.39,150.58,19274022,0,1,152.84,153.31,150.39,150.58,19274022
156.25,156.5,153.1954,153.59,17934289,0,1,156.25,156.5,153.1954,153.59,17934289
152.72,155.2,152.65,155.07,16192249,0,1,152.72,155.2,152.65,155.07,16192249
153.01,154.55,152.91,153.4,12783958,0,1,153.01,154.55,152.91,153.4,12783958
152.36,154.08,151.88,153.91,14760242,0,1,152.36,154.08,151.88,153.91,14760242
152.88,153.84,152.21,152.25,14557895,0,1,152.88,153.84,152.21,152.25,14557895
151.71,153.57,151.71,152.87,18678807,0,1,151.71,153.57,151.71,152.87,18678807
149.59,150.83,148.6,150.64,22169800,0,1,149.59,150.83,148.6,150.64,22169800
147.67,150.0366,146.3747,149.8,18877305,0,1,147.67,150.0366,146.3747,149.8,18877305
151.26,152.4,149.05,150.25,20552981,0,1,151.26,152.4,149.05,150.25,20552981
150.15,151.18,148.9,150.68,20316202,0,1,150.15,151.18,148.9,150.68,20316202
148.17,149.195,144.56,148.44,33238543,0,1,148.17,149.195,144.56,148.44,33238543
154.77,155.59,146.61,149.63,35256368,0,1,154.77,155.59,146.61,149.63,35256368
154.08,154.73,153.1,154.71,17539521,0,1,154.08,154.73,153.1,154.71,17539521
153.27,153.75,152.34,153.12,11822136,0,1,153.27,153.75,152.34,153.12,11822136
153.41,154.52,152.48,152.81,13291727,0,1,153.41,154.52,152.48,152.81,13291727
153.64,154.7088,153.41,153.63,12279871,0,1,153.64,154.7088,153.41,153.63,12279871
151.85,153.63,151.3,153.61,16787255,0,1,151.85,153.63,151.3,153.61,16787255
151.75,152.29,150.3,151.53,14459173,0,1,151.75,152.29,150.3,151.53,14459173
152.7,153.35,151.09,151.46,17709427,0,1,152.7,153.35,151.09,151.46,17709427
151.97,152.9,151.64,152.38,13145329,0,1,151.97,152.9,151.64,152.38,13145329
152.23,152.25,151.15,152.13,14907827,0,1,152.23,152.25,151.15,152.13,14907827
150.3,152.59,149.95,151.96,19780399,0,1,150.3,152.59,149.95,151.96,19780399
148.51,150.23,148.42,150.04,17769670,0,1,148.51,150.23,148.42,150.04,17769670
148.52,148.81,147.25,148.07,12665886,0,1,148.52,148.81,147.25,148.07,12665886
148.08,148.59,147.69,148.24,12379481,0,1,148.08,148.59,147.69,148.24,12379481
148.445,149.39,147.96,148.06,16101229,0,1,148.445,149.39,147.96,148.06,16101229
144.72,148.15,144.51,147.66,21784326,0,1,144.72,148.15,144.51,147.66,21784326
148,148.67,144.4216,144.85,27908167,0,1,148,148.67,144.4216,144.85,27908167
150.11,150.21,149.03,149.78,14420715,0,1,150.11,150.21,149.03,149.78,14420715
150.17,151.48,149.77,150.19,14909882,0,1,150.17,151.48,149.77,150.19,14909882
150.4,150.46,149.63,150.33,9497040,0,1,150.4,150.46,149.63,150.33,9497040
150.31,150.65,149.41,150.04,11623865,0,1,150.31,150.65,149.41,150.04,11623865
150.23,150.52,148.86,150.29,11653395,0,1,150.23,150.52,148.86,150.29,11653395
151.49,152.59,150.21,150.48,17325999,0,1,151.49,152.59,150.21,150.48,17325999
150.71,151.08,149.74,151.06,15662472,0,1,150.71,151.08,149.74,151.06,15662472
151.45,151.63,149.79,150.24,17051519,0,1,151.45,151.63,149.79,150.24,17051519
150.17,151.52,148.72,150.85,36060301,0,1,150.17,151.52,148.72,150.85,36060301
153.6,153.6,151.34,151.8,21755088,0,1,153.6,153.6,151.34,151.8,21755088
153.34,153.44,151.66,152.78,21255365,0,1,153.34,153.44,151.66,152.78,21255365
151.74,152.57,151.42,152.46,24669159,0,1,151.74,152.57,151.42,152.46,24669159
149.5,151.53,149.07,150.25,30280373,0,1,149.5,151.53,149.07,150.25,30280373
146.67,147.75,146.14,147.7,10561420,0,1,146.67,147.75,146.14,147.7,10561420
147.09,147.59,146.09,146.56,11324335,0,1,147.09,147.59,146.09,146.56,11324335
145.79,147.15,145.7898,146.49,17684833,0,1,145.79,147.15,145.7898,146.49,17684833
144.96,145.6738,144.34,145.47,14397448,0,1,144.96,145.6738,144.34,145.47,14397448
143.9,144.17,142.27,143.68,12382002,0,1,143.9,144.17,142.27,143.68,12382002
142.95,144.25,142.689,143.8,15968164,0,1,142.95,144.25,142.689,143.8,15968164
141.35,143.04,141.27,142.27,15563945,0,1,141.35,143.04,141.27,142.27,15563945
141.27,141.905,140.61,140.96,14807472,0,1,141.27,141.905,140.61,140.96,14807472
139.76,141.55,139.75,141.42,11519663,0,1,139.76,141.55,139.75,141.42,11519663
139.62,140.58,139.33,139.39,10965614,0,1,139.62,140.58,139.33,139.39,10965614
139.72,140.4,139.44,139.58,11612456,0,1,139.72,140.4,139.44,139.58,11612456
140.8,141.0299,138.81,139.92,16638087,0,1,140.8,141.0299,138.81,139.92,16638087
141,141.43,140.63,141.04,9039366,0,1,141,141.43,140.63,141.04,9039366
141.2,141.55,140.24,140.78,11811439,0,1,141.2,141.55,140.24,140.78,11811439
142.11,142.22,140.91,141.17,15103426,0,1,142.11,142.22,140.91,141.17,15103426
142.26,143.44,141.29,141.85,17158059,0,1,142.26,143.44,141.29,141.85,17158059
141.86,142.09,141.27,141.73,12948599,0,1,141.86,142.09,141.27,141.73,12948599
141.93,142.47,140.82,142.28,13563960,0,1,141.93,142.47,140.82,142.28,13563960
142.31,142.63,141.89,142.05,11478265,0,1,142.31,142.63,141.89,142.05,11478265
142.4,142.95,141.85,142.41,12403997,0,1,142.4,142.95,141.85,142.41,12403997
141.99,142.86,141.43,142.65,16527574,0,1,141.99,142.86,141.43,142.65,16527574
140.36,141.95,140.01,141.76,14679436,0,1,140.36,141.95,140.01,141.76,14679436
139.05,140.65,138.77,140.32,12800544,0,1,139.05,140.65,138.77,140.32,12800544
140.08,141.0244,139.76,140.34,16664683,0,1,140.08,141.0244,139.76,140.34,16664683
139.48,140.39,139.09,139.53,13022801,0,1,139.48,140.39,139.09,139.53,13022801
137.93,139.79,137.6,139.59,17055449,0,1,137.93,139.79,137.6,139.59,17055449
141.15,142.3082,138.4,138.51,29894784,0,1,141.15,142.3082,138.4,138.51,29894784
139.71,140.19,139.25,139.94,12099471,0,1,139.71,140.19,139.25,139.94,12099471
140.34,140.34,139.7,139.84,20592818,0,1,140.34,140.34,139.7,139.84,20592818
140.2,140.25,139.73,139.99,13612942,0,1,140.2,140.25,139.73,139.99,13612942
139.29,140.1,138.49,139.72,19344826,0,1,139.29,140.1,138.49,139.72,19344826
139.46,139.46,138.52,139.32,12944018,0,1,139.46,139.46,138.52,139.32,12944018
138.71,139.68,138.6729,139.6,10955450,0,1,138.71,139.68,138.6729,139.6,10955450
138.91,139.49,138.22,138.79,16314113,0,1,138.91,139.49,138.22,138.79,16314113
137.72,138.57,137.4,138.24,15535259,0,1,137.72,138.57,137.4,138.24,15535259
137.15,137.99,137.0516,137.72,10184514,0,1,137.15,137.99,137.0516,137.72,10184514
137.03,138.37,136.99,137.3,13527132,0,1,137.03,138.37,136.99,137.3,13527132
136.88,137.83,136.51,137.42,12748179,0,1,136.88,137.83,136.51,137.42,12748179
136.63,137.33,136.08,137.17,11160563,0,1,136.63,137.33,136.08,137.17,11160563
137.09,137.82,136.31,136.76,12294804,0,1,137.09,137.82,136.31,136.76,12294804
136.47,137.48,136.3,137.42,16257010,0,1,136.47,137.48,136.3,137.42,16257010
136.79,136.805,134.75,135.54,16112092,0,1,136.79,136.805,134.75,135.54,16112092
135.26,137.1846,135.02,136.41,14306668,0,1,135.26,137.1846,135.02,136.41,14306668
134.16,135.62,134.16,135.44,12625742,0,1,134.16,135.62,134.16,135.44,12625742
135.89,136.12,134.33,135.36,18422549,0,1,135.89,136.12,134.33,135.36,18422549
133.6,136.79,133.46,136.12,27360092,0,1,133.6,136.79,133.46,136.12,27360092
133.5,133.91,132.9,133.72,14759109,0,1,133.5,133.91,132.9,133.72,14759109
133.5,134.0912,133.17,133.53,12276490,0,1,133.5,134.0912,133.17,133.53,12276490
133.07,133.87,133.022,133.84,12831092,0,1,133.07,133.87,133.022,133.84,12831092
133.45,133.7,132.66,133.44,13226534,0,1,133.45,133.7,132.66,133.44,13226534
134.1,134.23,132.55,133.85,14364877,0,1,134.1,134.23,132.55,133.85,14364877
134.6975,134.6975,133.7,134.05,13526221,0,1,134.6975,134.6975,133.7,134.05,13526221
134.1,134.94,133.68,134.19,15061939,0,1,134.1,134.94,133.68,134.19,15061939
134.49,134.5,133.31,134.14,16470609,0,1,134.49,134.5,133.31,134.14,16470609
132.6,134.44,132.44,134.2,22390556,0,1,132.6,134.44,132.44,134.2,22390556
132.24,133,131.661,131.84,14596449,0,1,132.24,133,131.661,131.84,14596449
130.98,132.06,130.3,132.06,17058494,0,1,130.98,132.06,130.3,132.06,17058494
131.24,132.85,130.76,130.98,24804890,0,1,131.24,132.85,130.76,130.98,24804890
133.22,135.49,130.4,130.84,54366447,0,1,133.22,135.49,130.4,130.84,54366447
132.25,133.49,130.68,133.23,50139775,0,1,132.25,133.49,130.68,133.23,50139775
130.17,130.66,129.5157,130.32,19790484,0,1,130.17,130.66,129.5157,130.32,19790484
131.58,131.58,129.6,130.98,18956095,0,1,131.58,131.58,129.6,130.98,18956095
132.68,132.95,131.08,132.18,19539514,0,1,132.68,132.95,131.08,132.18,19539514
131.63,133.14,131.4401,132.78,20020141,0,1,131.63,133.14,131.4401,132.78,20020141
130,131.74,129.77,131.48,18777314,0,1,130,131.74,129.77,131.48,18777314
129.38,129.9,128.38,129.37,15162724,0,1,129.38,129.9,128.38,129.37,15162724
127.31,129.25,126.95,128.93,16593563,0,1,127.31,129.25,126.95,128.93,16593563
128.1,128.48,126.78,127.04,19097223,0,1,128.1,128.48,126.78,127.04,19097223
128.23,128.35,127.45,127.55,12195465,0,1,128.23,128.35,127.45,127.55,12195465
128.41,128.43,126.84,127.92,13145852,0,1,128.41,128.43,126.84,127.92,13145852
128.04,128.34,127.4,127.87,15294460,0,1,128.04,128.34,127.4,127.87,15294460
127.49,129.27,127.37,128.34,24884325,0,1,127.49,129.27,127.37,128.34,24884325
125.61,126.73,124.8,126.62,18653914,0,1,125.61,126.73,124.8,126.62,18653914
124.35,126.12,124.06,126.09,18356523,0,1,124.35,126.12,124.06,126.09,18356523
124.82,125.5,124.28,124.35,17324590,0,1,124.82,125.5,124.28,124.35,17324590
123.55,125.43,123.04,124.9,22880360,0,1,123.55,125.43,123.04,124.9,22880360
120.98,123.88,120.03,123.41,28545263,0,1,120.98,123.88,120.03,123.41,28545263
118.86,120.95,118.3209,120.67,19492150,0,1,118.86,120.95,118.3209,120.67,19492150
117.55,119.66,117.29,118.69,19630932,0,1,117.55,119.66,117.29,118.69,19630932
116.03,117.84,115.51,116.86,20663912,0,1,116.03,117.84,115.51,116.86,20663912
116.595,116.83,114.7739,115.05,18684106,0,1,116.595,116.83,114.7739,115.05,18684106
117,117.531,116.06,116.35,9934873,0,1,117,117.531,116.06,116.35,9934873
118.19,118.25,116.65,116.92,12087377,0,1,118.19,118.25,116.65,116.92,12087377
116.96,118.68,116.864,118.01,12051481,0,1,116.96,118.68,116.864,118.01,12051481
117,117.56,116.3,117.27,10889985,0,1,117,117.56,116.3,117.27,10889985
118.86,118.99,116.93,117.4,16258587,0,1,118.86,118.99,116.93,117.4,16258587
